C/R,Product,Application,DTS #,Description,Status (6.07),Pri,Ass'd DTSs,Releases,PP Pack,Programs,Date Checked,6.07 Chg #,Due Date,To Be Shipped (6.07),Shipping Test,Shipping Live,LSS,CCD,MU2,Resp App,Comments
,CS,MIS,12695,INFCE: CCD CONSUMER: XDS Request not sending correct assigning authority OID,Completed,3,Y,"6.0C, 6.05C, 6.06C, 6.07C",0,MIS.X.OBJECT.init,8/11/2014,MIS 454,8/15/2011,,Y,Y,,Y,,,
C,CS,MIS,12701,Connections Bkg Jobs taking up server resources,Completed,3,,"6.0C, 6.05C, 6.06C, 6.07C, 6.1C, 6.12C, 6.13C, 6.14C",0,"MIS.X.DEL.SVC.file.msg.inbox, MIS.X.DEL.TYPE.from.hl7hp, MIS.X.DEL.TYPE.from.hl7mp, MIS.X.DEL.TYPE.from.rfid",8/11/2014,MIS 457,8/13/2011,,Y,Y,,,,,
,CS,MIS,12709,INFCE: MPM Integration: Wizard sets up event type CPT REQ (not needed by LSS),Completed,3,,"6.0C, 6.05C, 6.06C, 6.07C",0,MIS.XIO.init.mpm,8/11/2014,MIS 463,8/14/2011,,Y,Y,Y,,,,
,CS,MIS,12741,INFCE: Add GXOQ urn to Subject for EDI. Also remove 5 second Failure Hang,Completed,4,,"6.0C, 6.06C, 6.07C",2,MIS.EDI.xo.driver.ansi.270,8/11/2014,MIS 1302,12/20/2011,,Y,Y,,,,,
,CS,MIS,12758,INFCE: CCD SUPPLIER: Pregnancy and Patient's language not displaying correctly,Completed,3,,"6.0C, 6.05C, 6.06C, 6.07C",0,MIS.XIO.ehr.build.ccd.data,8/11/2014,MIS 480,8/28/2011,,Y,Y,,Y,,,
R,CS,MIS,12776,MPM: Subject Filter isn't useful when the subject length > 70 chars.,Completed,4,,"6.0C, 6.05C, 6.06C, 6.07C, 6.1C, 6.12C, 6.13C, 6.14C",0,"MIS.X.DEL.TYPE.from.hl7mp, MIS.X.DEL.TYPE.service.hl7mp.fast, MIS.X.DEL.TYPE.service.hl7mp.multi",8/11/2014,MIS 488,1/3/2012,,Y,Y,Y,,,,
,CS,MIS,12783,Free Text MSG segment being truncated for EDI 271 Inbound Messages,Completed,3,,"6.0C, 6.06C, 6.07C",0,MIS.XI.MSG.parse.ansi,8/11/2014,MIS 491,9/6/2011,,Y,Y,,,,,
,CS,MIS,12794,INFCE: OUID/OID Parameter for R1828 limited to 25 characters needs increase,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",4,,8/11/2014,MIS 1612,9/11/2011,,Y,Y,,,,,
,CS,MIS,12806,MPM Integration: Errors are not being returned to LSS,Completed,3,,"6.0C, 6.05C, 6.06C, 6.07C",0,MIS.XIO.xi.query.hl7.focus,8/11/2014,MIS 504,9/13/2011,,Y,Y,Y,,,,
,CS,MIS,12816,INFCE: Encoding Character Parameter not being utilized correctly,Completed,4,,"6.0C, 6.05C, 6.06C, 6.07C, 6.1C, 6.13C, 6.14C",0,"MIS.X.DEL.SVC.ee, MIS.X.DEL.SVC.file, MIS.XI.MSG.FILR.ee, MIS.XO.MSG.GEN.ee",8/11/2014,MIS 509,1/14/2012,,Y,Y,,,,,
,CS,MIS,12830,ITI: When SSL is in use Supplier should return a URL that starts with HTTPS,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",3,MIS.XIO.ehr.supplier.dispatch,8/11/2014,MIS 1458,9/24/2011,,Y,Y,,Y,,,
,CS,MIS,12831,INFCE: Pregnancy Date Recorded not posting to CCD,Completed,3,,"6.0C, 6.05C, 6.06C, 6.07C",0,MIS.XIO.ehr.build.ccd.data,8/11/2014,MIS 514,9/23/2011,,Y,Y,,Y,,,
,CS,MIS,12843,Inbox/Outbox Wizards:  single DB for connection not flagged as pre-existing,Completed,3,Y,"6.0C, 6.05C, 6.06C, 6.07C, 6.1C, 6.12C, 6.13C, 6.14C",0,"MIS.XIO.msg.gen.dbs, MIS.XIO.wizard",8/11/2014,MIS 518,10/3/2011,,Y,Y,,,,,
,CS,MIS,12858,QRY Z04 parsing doesn't save subscriber's suffix,Completed,3,,"6.0C, 6.05C, 6.06C, 6.07C",1,MIS.XIO.xi.query.hl7.focus,8/11/2014,MIS 1158,9/30/2011,,Y,Y,Y,,,,
,CS,MIS,12859,QRY Z04 parsing leads to unnecessary ZSB message,Rejected,4,,"6.0R, 6.07R",,,8/11/2014,,1/28/2012,,,,,,,,
R,CS,MIS,12872,MPM Integration: MIC Source dictionary cannot be sent to LSS,Completed,3,,"6.0C, 6.05C, 6.06C, 6.07C",0,MIS.DICT.xo.mpm,8/11/2014,MIS 528,10/1/2011,,Y,Y,Y,,,,
C,CS,MIS,12874,INFCE: CCD SUPPLIER - Memory leak that grows with each CCD message formatted,Completed,3,,"6.0C, 6.05C, 6.06C, 6.07C",0,"MIS.XIO.ehr.build.ccd.data, MIS.XIO.ehr.supplier.dispatch",8/11/2014,MIS 529,10/3/2011,,Y,Y,,Y,,,
,CS,MIS,12892,INFCE: Message Type not set up in M-AT/NPR Subject if hook used,Completed,4,,"6.0C, 6.05C, 6.06C, 6.07C, 6.1C, 6.12C, 6.13C, 6.14C",0,"MIS.XI.MSG.xo.format.hl7.focus, MIS.XIO.focus.to.hl7",8/11/2014,MIS 537,1/31/2012,,Y,Y,,,Y,,
R,CS,MIS,12924,MPM Integraton: Share MIS Speciality Dictionary with LSS,Completed,3,,"6.0C, 6.05C, 6.06C, 6.07C",0,"MIS.ABS.SVC.xi.file.focus, MIS.ABS.SVC.xo.format.hl7.mpm, MIS.DICT.xo.format.hl7.mpm, MIS.TOOL.BOX.init.x.msg.type, MIS.XIO.init.mpm",8/11/2014,MIS 551,10/17/2011,,Y,Y,Y,,,,
C,CS,MIS,12937,IntMan:  default msg selection makes UNDEFINED Inbox msgs difficult to find,Completed,3,,"6.0C, 6.05C, 6.06C, 6.07C, 6.1C, 6.12C, 6.13C, 6.14C",0,"MIS.XI.MSG.im.build.array, MIS.XIO.interface.manager",8/11/2014,MIS 557,10/24/2011,,Y,Y,,,,,
,CS,MIS,12948,INFCE: Blank repeat transforms to a space in M-AT list if nil in HL7 message,Completed,4,,"6.0C, 6.06C, 6.07C, 6.1C, 6.13C, 6.14C",1,"MIS.XIO.hl7.to.focus, MIS.XIO.x.hook.hl7.to.focus.adt, MIS.XIO.x.hook.hl7.to.focus.empi, MIS.XIO.x.hook.hl7.to.focus.mfn, MIS.XIO.x.hook.hl7.to.focus.oru.monitor",8/11/2014,MIS 1167,2/25/2012,,Y,Y,,,,,
,CS,MIS,12963,INFCE: Code needed for Ancillary Charges to LSS,Completed,3,Y,"6.0C, 6.05C, 6.06C, 6.07C",0,MIS.BAR.BCH.xo.format.hl7.lss,8/11/2014,MIS 564,10/29/2011,,Y,Y,Y,,,,
,CS,MIS,12995,EMPI: Need to seperate hook program from outbound ADT,6.1-Completed,4,,"6.1C, 6.13C, 6.14C",,"MIS.TOOL.BOX.init.x.msg.type, MIS.XIO.focus.reg.to.hl7.empi",8/11/2014,,3/6/2012,,,,,,,,
,CS,MIS,13033,DDP 11601/15422: Additional changes to support the Billionth Second Date,Completed,2,,"6.0C, 6.04C, 6.05C, 6.06C, 6.07C, 6.1C, 6.12C, 6.13C, 6.14C",0,,8/11/2014,MIS 586,,,Y,Y,,,,,
,CS,MIS,13036,INFCE: CCD Supplier using invalid URL in XDS response,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",1,"MIS.XIO.ehr.consumer.dispatch, MIS.XIO.ehr.supplier.dispatch, MIS.XML.PROTO.init",8/11/2014,MIS 1237,11/25/2011,,Y,Y,,Y,,,
,CS,MIS,13066,INFCE: CCD Supplier sends invalid URL when RT connection fails,Completed,3,,"6.0C, 6.05C, 6.06C, 6.07C",0,MIS.XIO.ehr.supplier.dispatch,8/11/2014,MIS 592,12/3/2011,,Y,Y,,Y,,,
,CS,MIS,13070,INFCE: Ack message not being sent to Home Care for Medication Inserts,Completed,3,,"6.0C, 6.05C, 6.06C, 6.07C, 6.1C, 6.12C, 6.13C, 6.14C",0,"MIS.XIO.hl7.dispatch.filers.maestro, MIS.XO.MSG.file.and.deliver",8/11/2014,MIS 593,12/5/2011,,Y,Y,,,,,
,CS,MIS,13071,INFCE: Messages can not be searched for NEW patients in M-AT inbox,6.1-Completed,4,,"6.1C, 6.13C, 6.14C, 6.15C",,MIS.XIO.x.hook.hl7.to.focus.adt,8/11/2014,,4/3/2012,,,,,,,,
,CS,MIS,13084,INFCE: Suffix being dropped from patient names for LSS to MT messages,Completed,3,,"6.0C, 6.05C, 6.06C, 6.07C",0,MIS.XIO.xi.query.hl7.focus,8/11/2014,MIS 595,12/11/2011,,Y,Y,Y,,,,
C,CS,MIS,13085,Outbox:  wizard DB table missing DB when app mnemonic = DB mnemonic,Completed,3,,"6.0C, 6.05C, 6.06C, 6.07C, 6.1C, 6.12C, 6.13C, 6.14C",0,MIS.XIO.msg.gen.dbs,8/11/2014,MIS 596,12/11/2011,,Y,Y,,,,,
R,CS,MIS,13098,INFCE: Interface Manager Does Not Show Last Error Detail for Delivery Services,Completed,3,,"6.0C, 6.06C, 6.07C, 6.1C, 6.12C, 6.13C, 6.14C",0,MIS.XIO.interface.manager,8/11/2014,MIS 603,12/13/2011,,Y,Y,,,,,
R,CS,MIS,13143,INFCE: Delivery Service not properly validating,Completed,3,,"6.0C, 6.05C, 6.06C, 6.07C, 6.1C, 6.12C, 6.13C, 6.14C",0,"MIS.X.DEL.SVC.driver, MIS.X.DEL.TYPE.del.hl7mp, MIS.X.DEL.TYPE.from.hl7mp, MIS.X.DEL.TYPE.read.hl7.protocol, MIS.XIO.im.infce.change.status, MIS.XO.MSG.copy.from.other.hcis, MIS.XO.MSG.ee, MIS.XO.MSG.im.process.select.frag, MIS.XO.MSG.im.process.select.frag.open",8/11/2014,MIS 615,12/30/2011,,Y,Y,,,,,
,CS,MIS,13155,INFCE: Fix Inbound Del Svc to Filter Correctly when Del Svc Trap is Toggled,Completed,3,,"6.0C, 6.05C, 6.06C, 6.07C, 6.1C, 6.12C, 6.13C, 6.14C",0,MIS.XIO.im.del.svc.trap,8/11/2014,MIS 622,12/31/2011,,Y,Y,,,,,
,CS,MIS,13172,IntMan:  msg filter date or msg # range ignores Max num msgs to retrieve,Completed,4,,"6.0C, 6.05C, 6.06C, 6.07C, 6.1C, 6.13C, 6.14C",0,"MIS.XI.MSG.im.build.array, MIS.XO.MSG.im.build.array",8/11/2014,MIS 626,5/5/2012,,Y,Y,,,,,
R,CS,MIS,13175,INFCE: MPM.XO Blank Message Posting When Can't Switch to MRI,Completed,3,,"6.0C, 6.05C, 6.06C, 6.07C",0,MIS.XIO.xo.format.hl7.lss,8/11/2014,MIS 627,1/7/2012,,Y,Y,Y,,,,
,CS,MIS,13191,INFCE: Timezone Offset not preserved within application code,Completed,3,,"6.0C, 6.05C, 6.06C, 6.07C, 6.1C, 6.12C, 6.13C, 6.14C",0,"MIS.XI.MSG.record.event, MIS.XI.MSG.FILR.file.msg, MIS.XO.MSG.record.event",8/11/2014,MIS 634,1/14/2012,,Y,Y,,,,,
C,CS,MIS,13194,Infce CS ADM 6921: A31 msgs populate with other HIM data from the same patient,Completed,3,,"6.0C, 6.05C, 6.06C, 6.07C",0,MIS.XIO.focus.get.him.data,8/11/2014,MIS 636,1/14/2012,,Y,Y,,,,,
,CS,MIS,13197,INFCE: Add OM Dietary to HL7 hook to standard message type,Completed,4,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",2,"MIS.TOOL.BOX.init.x.msg.type, MIS.XIO.build.focus.dietary.orders.to.ov.link, MIS.XIO.focus.om.diet.to.hl7",8/11/2014,MIS 1339,5/13/2012,,Y,Y,Y,,,,
R,CS,MIS,13227,MIS: Master Files Interface sending incorrect information in PRA-6 field,Completed,3,,"6.0C, 6.05C, 6.06C, 6.07C, 6.1C, 6.12C, 6.13C, 6.14C",0,MIS.DOC.xo.format.hl7.comp,8/11/2014,MIS 841,1/21/2012,,Y,Y,,,,,
,CS,MIS,13238,IntMan:  Outbox messages not appearing,Completed,3,,"6.0C, 6.05C, 6.06C, 6.07C, 6.1C, 6.12C, 6.13C, 6.14C",0,MIS.XO.MSG.file.main.guts,8/11/2014,MIS 657,1/28/2012,,Y,Y,,,,,
R,CS,MIS,13246,INFCE: 5 second delay slows down UNV event queue processing,Completed,3,,"6.0C, 6.05C, 6.06C, 6.07C, 6.1C, 6.12C, 6.13C, 6.14C",0,"MIS.DICT.xo.unv.driver, MIS.DICT.xo.unv.driver.auto.del",8/11/2014,MIS 661,2/3/2012,,Y,Y,,,,,
R,CS,MIS,13251,INFCE: Fix Segment Terminator (~) and Repetition Separator (^) Set up,Completed,3,,"6.0C, 6.05C, 6.06C, 6.07C",0,MIS.EDI.xo.format.ansi.270.5010,8/11/2014,MIS 664,2/3/2012,,Y,Y,,,,,
R,CS,MIS,13252,INFCE: Fix Calls to process.msg.line Macro from 4010 to 5010,Completed,3,,"6.0C, 6.06C, 6.07C",0,MIS.EDI.xo.format.ansi.270.5010,8/11/2014,MIS 665,2/3/2012,,Y,Y,,,,,
,CS,MIS,13275,MIS: Elig 270/271 interface is generating incorrect time due to time zone off,Completed,3,,"6.0C, 6.06C, 6.07C",2,MIS.EDI.ansi.270.elig,8/11/2014,MIS 1304,2/4/2012,,Y,Y,,,,,
,CS,MIS,13300,Home Care vitals signs messages can crash when viewed in M-AT Inbox,Completed,3,,"6.0C, 6.06C, 6.07C, 6.1C, 6.12C, 6.13C, 6.14C",0,MIS.XIO.file.vitals.hl7.2.focus.ptct,8/11/2014,MIS 677,2/11/2012,,Y,Y,,,,,
,CS,MIS,13305,IMMUN INFCE: Wizard needs to add facilities to message type,Completed,4,Y,"6.0C, 6.05C, 6.06C, 6.07C, 6.1C, 6.13C, 6.14C",0,MIS.XIO.build.immunization.hl7,8/11/2014,MIS 680,6/12/2012,,Y,Y,,,,,
R,CS,MIS,13332,INFCE: Fix Drug names for MPM over 80 characters that do not transfer to /HL7,Completed,3,,"6.0C, 6.06C, 6.07C",0,MIS.XIO.xi.query.hl7.focus,8/11/2014,MIS 912,2/18/2012,,Y,Y,Y,,,,
R,CS,MIS,13360,Fixes to 270 5010 ANSI Insurance Eligibility.,Completed,3,,"6.0C, 6.06C, 6.07C",0,"MIS.EDI.xo.format.ansi.270.4010, MIS.EDI.xo.format.ansi.270.4010n, MIS.EDI.xo.format.ansi.270.5010, MIS.PGM.init",8/11/2014,MIS 694,3/4/2012,,Y,Y,,,,,
,CS,MIS,13365,Update Online Help for Message Generator Dictionary in Toolbox,Completed,5,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",4,,8/11/2014,MIS 1683,12/29/2012,,Y,Y,,,,,
,CS,MIS,13374,"MIS: Master Files Interface should send MUP to edit inactive entry, not MAD",Completed,3,,"6.0C, 6.05C, 6.06C, 6.07C, 6.1C, 6.12C, 6.13C, 6.14C",0,MIS.DOC.xo.format.hl7.comp,8/11/2014,MIS 842,3/11/2012,,Y,Y,,,,,
C,CS,MIS,13381,INFCE: Temp files not being deleted when converting HL7 to M-AT,Completed,3,,"6.0C, 6.05C, 6.06C, 6.07C, 6.1C, 6.12C, 6.13C, 6.14C",0,MIS.XI.MSG.xo.format.hl7.focus,8/11/2014,MIS 701,3/20/2012,,Y,Y,,,Y,,
,CS,MIS,13414,Home Care Meds are not filing to OM,Completed,3,Y,"6.0C, 6.05C, 6.06C, 6.07C, 6.1C, 6.13C, 6.14C",0,"MIS.XIO.build.ptct.maestro.interfaces, MIS.XIO.hl7.dispatch.filers.maestro",8/11/2014,MIS 706,3/18/2012,,Y,Y,,,,,
,CS,MIS,13432,Using different method to link to database for MIS Inbox Filers.,Rejected,3,,"6.0R, 6.05R, 6.07R, 6.12R",,,8/11/2014,,3/25/2012,,,,,,,,
,CS,MIS,13438,MIS: Master Files Interface putting DEA exp. date into SL repetition component,Completed,3,,"6.0C, 6.05C, 6.06C, 6.07C, 6.1C, 6.12C, 6.13C, 6.14C",0,MIS.DOC.xo.format.hl7.comp,8/11/2014,MIS 843,3/25/2012,,Y,Y,,,,,
,CS,MIS,13479,INFCE: Need to add support to extract languageCode from CCD file,Completed,3,Y,"6.0C, 6.05C, 6.06C, 6.07C",0,MIS.X.OBJECT.init,8/11/2014,MIS 729,4/14/2012,,Y,Y,,Y,,,
,CS,MIS,13516,MRI query needs to accept arg to prevent unit number creation.,Completed,4,Y,"6.0C, 6.05C, 6.06C, 6.07C",0,MIS.XIO.hl7.dispatch.filers.maestro,8/11/2014,MIS 741,8/15/2012,,Y,Y,,,,,
R,CS,MIS,13526,IntMan:  UNDEFINED msg type showing up as default for Outbox msg. selection,Completed,3,Y,"6.0C, 6.05C, 6.06C, 6.07C, 6.1C, 6.12C, 6.13C, 6.14C",0,MIS.XIO.interface.manager,8/11/2014,MIS 746,4/23/2012,,Y,Y,,,,,Required if site has CS MIS 12937
,CS,MIS,13527,INFCE: Message Type too long in Delivery Service Dict.,Completed,4,,"6.0C, 6.06C, 6.07C, 6.1C, 6.13C, 6.14C",0,"MIS.X.DEL.SVC.ee, MIS.X.DEL.SVC.ee.frag, MIS.X.DEL.SVC.view, MIS.XIO.ee.hfm.msg.types",8/11/2014,MIS 747,8/21/2012,,Y,Y,,,,,
,CS,MIS,13529,INFCE: Backlog Screen freezes when called from Interface Manager,Completed,3,,"6.0C, 6.05C, 6.06C, 6.07C, 6.1C, 6.12C, 6.13C, 6.14C",0,MIS.XIO.im.currency,8/11/2014,MIS 749,4/22/2012,,Y,Y,,,,,
,CS,MIS,13533,INFCE: MIS-INOUTBOX Alerts not checking proper queues for ADM / LAB infces,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",4,MIS.XIO.im.alerts,8/11/2014,MIS 1613,4/27/2012,,Y,Y,,,,,
,CS,MIS,13574,MPM Integration: Confidential flag shared in wrong field,Completed,3,,"6.0C, 6.05C, 6.06C, 6.07C",0,MIS.XIO.xo.format.hl7.lss,8/11/2014,MIS 762,5/2/2012,,Y,Y,Y,,,,
,CS,MIS,13575,Add Suppress Segment field to NPR MIS Message Generator dictionary,Completed,4,,"6.0C, 6.05C, 6.06C, 6.07C, 6.1C, 6.13C, 6.14C",0,"MIS.XIO.pack.fields.hl7, MIS.XO.MSG.GEN.ee.msg.medinet, MIS.XO.MSG.GEN.ee.msg.medinet.res, MIS.XO.MSG.GEN.ee.xo.msg.parameters",8/11/2014,MIS 763,9/3/2012,,Y,Y,,,,,
,CS,MIS,13593,INFCE: Need Standard Message Type for EDI Elig 270-5010,Completed,4,,"6.0C, 6.05C, 6.06C, 6.07C, 6.1C, 6.12C, 6.13C, 6.14C",0,MIS.TOOL.BOX.init.x.msg.type,8/11/2014,MIS 771,9/3/2012,,Y,Y,,,,,
,CS,MIS,13682,IntMan: Notify user that pressing any key will end message search,Completed,4,,"6.0C, 6.05C, 6.06C, 6.07C, 6.1C, 6.13C, 6.14C",0,MIS.XIO.interface.manager,8/11/2014,MIS 793,9/26/2012,,Y,Y,,,,,
,CS,MIS,13687,INFCE: RT.GETOF.*** and RT.ANYSI.*** Del Services should be Non-Unique,Completed,3,,"6.0C, 6.05C, 6.06C, 6.07C",0,MIS.XIO.init.mpm,8/11/2014,MIS 797,6/5/2012,,Y,Y,Y,,,,
,CS,MIS,13688,MPM Integration: MPM.MIS message generator unable to process Move Acct txns,Completed,2,Y,"6.0C, 6.05C, 6.06C, 6.07C",0,MIS.XIO.xo.format.hl7.lss,8/11/2014,MIS 798,4/26/2012,,Y,Y,Y,,,,
,CS,MIS,13696,Not Sending HL7 Version In MSH|12 or DEA Number in PR1|6 On MIS Providers Out,Completed,3,,"6.0C, 6.06C, 6.07C, 6.1C, 6.13C, 6.14C",0,MIS.DOC.xo.format.hl7.comp,8/11/2014,MIS 844,6/3/2012,,Y,Y,,,,,
,CS,MIS,13729,INFCE: ERX.M.XIO QUEUED Msgs not Filing When Can't Switch to MRI,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C, 6.15C",4,MIS.EDI.xi.file.ncpdp.rx,8/11/2014,MIS 1758,1/16/2014,,Y,Y,,,,,
R,CS,MIS,13731,INFCE: MRM application isn't always delivered for 6.06,Completed,4,,"6.0C, 6.06C, 6.07C",0,MIS.XIO.xo.format.hl7.lss,8/11/2014,MIS 807,10/7/2012,,Y,Y,Y,,,,
,CS,MIS,13741,MIS: Xfer Dx and Perf Providers routine sending incorrect codeset label to LSS,Completed,3,,"6.0C, 6.06C, 6.07C",0,MIS.XIO.xo.format.hl7.lss,8/11/2014,MIS 913,6/12/2012,,Y,Y,Y,,,,
C,CS,MIS,13745,MPM Integration: Guar/Nok/Ptn Names from MT are being sent in wrong format,Completed,3,,"6.0C, 6.05C, 6.06C, 6.07C",0,"MIS.XIO.xi.query.hl7.focus, MIS.XIO.xo.format.hl7.lss",8/11/2014,MIS 809,6/12/2012,,Y,Y,Y,,,,
,CS,MIS,13747,IntMan: Allow MT user to place SENT/READ messages on HOLD,Completed,4,,"6.0C, 6.06C, 6.07C, 6.1C, 6.13C, 6.14C",0,MIS.XIO.im.infce.change.status,8/11/2014,MIS 810,10/10/2012,,Y,Y,,,,,
,CS,MIS,13759,"INFCE: delivery service should accept CA, CE, CR ACK codes for xo msgs",Completed,3,,"6.0C, 6.06C, 6.07C, 6.1C, 6.13C, 6.14C",0,MIS.X.DEL.TYPE.del.hl7mp,8/11/2014,MIS 811,6/23/2012,,Y,Y,,,,,
,CS,MIS,13760,Add NTE Repeat field to MSG Generator for LAB Results MSGs,Completed,4,,"6.0C, 6.06C, 6.07C, 6.1C, 6.13C, 6.14C",0,MIS.XO.MSG.GEN.ee.msg.medinet.res,8/11/2014,MIS 861,10/21/2012,,Y,Y,,,,,
,CS,MIS,13778,INFCE: Unable to process escape characters for inbound LAB interfaces,Completed,4,,"6.0C, 6.06C, 6.07C, 6.1C, 6.13C, 6.14C",1,"MIS.XI.MSG.FILR.ee.msg.medinet, MIS.XI.MSG.FILR.ee.msg.medinet.res, MIS.XI.MSG.FILR.view.msg.medinet, MIS.XI.MSG.FILR.view.msg.medinet.res",8/11/2014,MIS 985,10/22/2012,,Y,Y,,,,,
C,CS,MIS,13784,INFCE: temp.var.c1.1 len. should be 30 not 20 to accom MIS.SUBSCRIBER.urn len.,Completed,3,,"6.0C, 6.05C, 6.06C, 6.07C",0,MIS.DICT.xo.mpm,8/11/2014,MIS 819,6/24/2012,,Y,Y,Y,,,,
,CS,MIS,13798,Inbox/Outbox:  missing generic utility to convert mtdd to HL7,Completed,3,,"6.0C, 6.06C, 6.07C, 6.1C, 6.13C, 6.14C",0,"MIS.XIO.mtdd.to.hl7, MIS.XO.MSG.GEN.ee.xo.msg.parameters",8/11/2014,MIS 862,7/1/2012,,Y,Y,,,,,
,CS,MIS,13800,Inbox:  wizard doesn't handle msg type & DB for spec OTHER correctly,Completed,3,,"6.0C, 6.06C, 6.07C, 6.1C, 6.13C, 6.14C",0,"MIS.XIO.del.svc.dbs, MIS.XIO.wizard",8/11/2014,MIS 822,7/1/2012,,Y,Y,,,,,
,CS,MIS,13821,INFCE: MPM.RT.XXX S25 get appointment queries are returning all appointments,Completed,3,,"6.0C, 6.05C, 6.06C, 6.07C",0,MIS.XIO.xi.query.hl7.focus,8/11/2014,MIS 914,7/3/2012,,Y,Y,Y,,,,
,CS,MIS,13844,PRE CLI inbound from MPM filing a service date and time to MEDITECH,Completed,4,,"6.0C, 6.06C, 6.07C",0,MIS.XIO.xi.query.hl7.focus,8/11/2014,MIS 915,11/6/2012,,Y,Y,Y,,,,
,CS,MIS,13866,INFCE: Issue handling errors in response messages in eRx interface,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",2,MIS.EDI.xi.file.ncpdp.rx,8/11/2014,MIS 1305,7/17/2012,,Y,Y,,,,,
,CS,MIS,13876,MIS: Filing active flag for DRG version results in opposite file on LSS side,Completed,3,,"6.0C, 6.06C, 6.07C, 6.1C, 6.13C, 6.14C",0,MIS.DRG.VERSION.ee,8/11/2014,MIS 832,7/22/2012,,Y,Y,Y,,,,
,CS,MIS,13882,INFCE: HTTP Delivery Type is sending invalid SOAP Headers,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",1,MIS.XML.UTIL.format.soap.12,8/11/2014,MIS 1153,8/7/2012,,Y,Y,,Y,,,
,CS,MIS,13905,MPM Integration: Add SSL flag to Interface Wizard for delivery and tcp service,Completed,4,,"6.0C, 6.06C, 6.07C",1,"MIS.XIO.init.mpm, MIS.XIO.init.suite",8/11/2014,MIS 989,12/2/2012,,Y,Y,Y,,,,
,CS,MIS,13913,INFCE: XML extract attributes program can crash if value is in single quotes,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",1,MIS.XML.UTIL.xml.extract.attributes,8/11/2014,MIS 1177,8/4/2012,,Y,Y,,Y,,,
,CS,MIS,13914,A report is not populating for FAIL-READ messages even though some exist,Completed,3,,"6.0C, 6.06C, 6.07C, 6.1C, 6.13C, 6.14C",0,"MIS.XIO.interface.manager, MIS.XIO.REPORT.run",8/11/2014,MIS 852,8/4/2012,,Y,Y,,,,,
,CS,MIS,13919,Text Query is Truncated when Message Passes over to LSS,Completed,3,,"6.0C, 6.06C, 6.07C",0,"MIS.XIO.xi.query.hl7.focus, MIS.XIO.xo.format.hl7.lss",8/11/2014,MIS 917,8/4/2012,,Y,Y,Y,,,,
,CS,MIS,13934,INFCE: HTTP Delivery Types can get stuck in an infinite loop when writing trap,Completed,3,Y,"6.0C, 6.06C, 6.07C, 6.1C, 6.13C, 6.14C",1,MIS.X.DEL.TYPE.del.http,8/11/2014,MIS 1020,8/12/2012,,Y,Y,,Y,,,
,CS,MIS,13971,Filing MIS.XIO.ACCESS through CMS deletes all other MIS dictionaries,Completed,2,,"6.0C, 6.05C, 6.06C, 6.07C, 6.1C, 6.13C, 6.14C",0,"MIS.XIO.ACCESS.convert, MIS.XIO.ACCESS.start.conversion",8/11/2014,MIS 893,7/4/2012,,Y,Y,,,,,
,CS,MIS,13981,INFCE - Phase 2 CCD interface requeues messages with no patient identifier,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",1,MIS.XML.UTIL.xi.file.iti.45,8/11/2014,MIS 1240,8/21/2012,,Y,Y,,Y,,,
C,CS,MIS,13988,INFCE/CCD: MIS Event Queue Driver argument change can cause message corruption,Completed,1,,"6.0C, 6.05C, 6.06C, 6.07C, 6.1C, 6.13C, 6.14C",0,"MIS.XML.UTIL.xo.format.iti.18, MIS.XML.UTIL.xo.format.iti.41, MIS.XML.UTIL.xo.format.iti.43, MIS.XML.UTIL.xo.format.iti.45, MIS.XO.EVENT.Q.driver",8/11/2014,MIS 838,7/1/2012,,Y,Y,,Y,,,
,CS,MIS,13992,INFCE: Provider Name not formatting correctly with comma format,Completed,3,,"6.0C, 6.07C, 6.1C, 6.13C, 6.14C",3,MIS.XIO.name.hl7,8/11/2014,MIS 1545,9/1/2012,,Y,Y,,,,,
,CS,MIS,14011,Build Other Vendor Lab Orders to OM Interface' wizard missing connection,6.1-Completed,3,,6.13C,,MIS.XIO.build.ov.to.focus.om.connections,8/11/2014,,9/1/2012,,,,,,,,
,CS,MIS,14016,MPM Integration: OM changes to formatting and filing,Completed,3,,"6.0C, 6.05C, 6.06C, 6.07C",0,MIS.XIO.xi.query.hl7.focus,8/11/2014,MIS 918,9/10/2012,,Y,Y,Y,,,,
